time [nanoSec],	 voltage[mV] 
20988,	 -0.007451
20990,	 -0.007279
20992,	 -0.007798
20994,	 -0.007798
20996,	 -0.006412
20998,	 -0.007105
21000,	 -0.007625
21002,	 -0.007451
21004,	 -0.006932
21006,	 -0.007625
21008,	 -0.007451
21010,	 -0.007798
21012,	 -0.007798
21014,	 -0.007798
21016,	 -0.007798
21018,	 -0.007625
21020,	 -0.007105
21022,	 -0.007105
21024,	 -0.007279
21026,	 -0.007798
21028,	 -0.007279
21030,	 -0.007451
21032,	 -0.007451
21034,	 -0.007451
21036,	 -0.007279
21038,	 -0.007105
21040,	 -0.007105
21042,	 -0.007625
21044,	 -0.007279
21046,	 -0.007451
21048,	 -0.006932
21050,	 -0.007625
21052,	 -0.006759
21054,	 -0.006932
21056,	 -0.007279
21058,	 -0.007625
21060,	 -0.006759
21062,	 -0.007451
21064,	 -0.007279
21066,	 -0.006759
21068,	 -0.007451
21070,	 -0.006932
21072,	 -0.007451
21074,	 -0.007625
21076,	 -0.007105
21078,	 -0.007105
21080,	 -0.007279
21082,	 -0.007451
21084,	 -0.007279
21086,	 -0.007451
21088,	 -0.007798
21090,	 -0.007625
21092,	 -0.007279
21094,	 -0.007451
21096,	 -0.007625
21098,	 -0.007451
21100,	 -0.007279
21102,	 -0.007625
21104,	 -0.007105
21106,	 -0.007451
21108,	 -0.007279
21110,	 -0.007625
21112,	 -0.007798
21114,	 -0.007279
21116,	 -0.007279
21118,	 -0.007625
21120,	 -0.007798
21122,	 -0.007625
21124,	 -0.007105
21126,	 -0.007279
21128,	 -0.007625
21130,	 -0.007105
21132,	 -0.006412
21134,	 -0.007279
21136,	 -0.007279
21138,	 -0.007625
21140,	 -0.007279
21142,	 -0.007279
21144,	 -0.007279
21146,	 -0.006759
21148,	 -0.006932
21150,	 -0.006759
21152,	 -0.007451
21154,	 -0.007451
21156,	 -0.006932
21158,	 -0.007105
21160,	 -0.007105
21162,	 -0.007451
21164,	 -0.006932
21166,	 -0.006932
21168,	 -0.006932
21170,	 -0.007451
21172,	 -0.006932
21174,	 -0.007279
21176,	 -0.007451
21178,	 -0.006932
21180,	 -0.006932
21182,	 -0.007105
21184,	 -0.007279
21186,	 -0.007451
21188,	 -0.006759
21190,	 -0.007279
21192,	 -0.006932
21194,	 -0.007105
21196,	 -0.007279
21198,	 -0.007105
21200,	 -0.006932
21202,	 -0.007625
21204,	 -0.007279
21206,	 -0.007798
21208,	 -0.007279
21210,	 -0.007279
21212,	 -0.006932
21214,	 -0.007105
21216,	 -0.006932
21218,	 -0.007105
21220,	 -0.007105
21222,	 -0.007625
21224,	 -0.007451
21226,	 -0.007451
21228,	 -0.007105
21230,	 -0.007105
21232,	 -0.007451
21234,	 -0.007279
21236,	 -0.006759
21238,	 -0.007451
21240,	 -0.006932
21242,	 -0.007451
21244,	 -0.006932
21246,	 -0.007279
21248,	 -0.007279
21250,	 -0.007798
21252,	 -0.007279
21254,	 -0.007105
21256,	 -0.006932
21258,	 -0.007451
21260,	 -0.007279
21262,	 -0.007279
21264,	 -0.007279
21266,	 -0.007972
21268,	 -0.006932
21270,	 -0.007451
21272,	 -0.007625
21274,	 -0.007451
21276,	 -0.007279
21278,	 -0.007625
21280,	 -0.007451
21282,	 -0.007451
21284,	 -0.007625
21286,	 -0.007972
21288,	 -0.007105
21290,	 -0.007972
21292,	 -0.007279
21294,	 -0.007105
21296,	 -0.007625
21298,	 -0.007972
21300,	 -0.007279
21302,	 -0.007625
21304,	 -0.007451
21306,	 -0.007451
21308,	 -0.007279
21310,	 -0.007451
21312,	 -0.007798
21314,	 -0.008145
21316,	 -0.007625
21318,	 -0.007972
21320,	 -0.007625
21322,	 -0.007279
21324,	 -0.006932
21326,	 -0.007105
21328,	 -0.006932
21330,	 -0.007451
21332,	 -0.007279
21334,	 -0.007625
21336,	 -0.007279
21338,	 -0.007105
21340,	 -0.006412
21342,	 -0.007279
21344,	 -0.007105
21346,	 -0.007451
21348,	 -0.006932
21350,	 -0.007105
21352,	 -0.007451
21354,	 -0.007279
21356,	 -0.006759
21358,	 -0.007105
21360,	 -0.006759
21362,	 -0.008145
21364,	 -0.007279
21366,	 -0.007279
21368,	 -0.007279
21370,	 -0.007105
21372,	 -0.007279
21374,	 -0.007105
21376,	 -0.007279
21378,	 -0.007451
21380,	 -0.006932
21382,	 -0.007105
21384,	 -0.007625
21386,	 -0.007972
21388,	 -0.006932
21390,	 -0.006932
21392,	 -0.007279
21394,	 -0.007972
21396,	 -0.007279
21398,	 -0.007279
21400,	 -0.007279
21402,	 -0.007625
21404,	 -0.007279
21406,	 -0.007279
21408,	 -0.007279
21410,	 -0.007625
21412,	 -0.007279
21414,	 -0.007625
21416,	 -0.007451
21418,	 -0.007451
21420,	 -0.006759
21422,	 -0.007625
21424,	 -0.007279
21426,	 -0.007798
21428,	 -0.007451
21430,	 -0.007451
21432,	 -0.007625
21434,	 -0.007451
21436,	 -0.006932
21438,	 -0.007451
21440,	 -0.007625
21442,	 -0.007625
21444,	 -0.007451
21446,	 -0.008492
21448,	 -0.007451
21450,	 -0.007451
21452,	 -0.007105
21454,	 -0.007105
21456,	 -0.007105
21458,	 -0.007451
21460,	 -0.006932
21462,	 -0.007105
21464,	 -0.006932
21466,	 -0.007451
21468,	 -0.007451
21470,	 -0.007798
21472,	 -0.007625
21474,	 -0.007625
21476,	 -0.007625
21478,	 -0.007451
21480,	 -0.007279
21482,	 -0.007451
21484,	 -0.007625
21486,	 -0.007279
21488,	 -0.007625
21490,	 -0.007451
21492,	 -0.006932
21494,	 -0.007972
21496,	 -0.007279
21498,	 -0.007451
21500,	 -0.006932
21502,	 -0.007625
21504,	 -0.007625
21506,	 -0.007451
21508,	 -0.007279
21510,	 -0.007105
21512,	 -0.007451
21514,	 -0.007279
21516,	 -0.006932
21518,	 -0.007105
21520,	 -0.007279
21522,	 -0.007105
21524,	 -0.007105
21526,	 -0.006759
21528,	 -0.007279
21530,	 -0.007625
21532,	 -0.007105
21534,	 -0.006932
21536,	 -0.007625
21538,	 -0.007625
21540,	 -0.006932
21542,	 -0.007798
21544,	 -0.008145
21546,	 -0.007798
21548,	 -0.007451
21550,	 -0.007451
21552,	 -0.007451
21554,	 -0.007625
21556,	 -0.007279
21558,	 -0.007105
21560,	 -0.007279
21562,	 -0.007625
21564,	 -0.006585
21566,	 -0.006932
21568,	 -0.007625
21570,	 -0.007798
21572,	 -0.006932
21574,	 -0.007105
21576,	 -0.007279
21578,	 -0.007451
21580,	 -0.007625
21582,	 -0.007279
21584,	 -0.007451
21586,	 -0.007798
21588,	 -0.007451
21590,	 -0.006932
21592,	 -0.007451
21594,	 -0.007625
21596,	 -0.006932
21598,	 -0.007625
21600,	 -0.008145
21602,	 -0.007972
21604,	 -0.006759
21606,	 -0.007279
21608,	 -0.007451
21610,	 -0.006759
21612,	 -0.007279
21614,	 -0.007105
21616,	 -0.007451
21618,	 -0.007625
21620,	 -0.007451
21622,	 -0.007625
21624,	 -0.007279
21626,	 -0.006932
21628,	 -0.006932
21630,	 -0.007279
21632,	 -0.007625
21634,	 -0.007798
21636,	 -0.006932
21638,	 -0.006932
21640,	 -0.006759
21642,	 -0.007451
21644,	 -0.006932
21646,	 -0.007279
21648,	 -0.007279
21650,	 -0.007625
21652,	 -0.006932
21654,	 -0.007798
21656,	 -0.007625
21658,	 -0.007451
21660,	 -0.007451
21662,	 -0.007451
21664,	 -0.007279
21666,	 -0.007972
21668,	 -0.007279
21670,	 -0.007105
21672,	 -0.007625
21674,	 -0.007972
21676,	 -0.006932
21678,	 -0.007625
21680,	 -0.006932
21682,	 -0.007451
21684,	 -0.006932
21686,	 -0.007279
21688,	 -0.007279
21690,	 -0.007451
21692,	 -0.006932
21694,	 -0.007105
21696,	 -0.007279
21698,	 -0.007972
21700,	 -0.006932
21702,	 -0.007625
21704,	 -0.007279
21706,	 -0.007625
21708,	 -0.006932
21710,	 -0.007279
21712,	 -0.007279
21714,	 -0.006932
21716,	 -0.006759
21718,	 -0.007972
21720,	 -0.007625
21722,	 -0.007451
21724,	 -0.006932
21726,	 -0.007625
21728,	 -0.007451
21730,	 -0.007625
21732,	 -0.007105
21734,	 -0.007279
21736,	 -0.007105
21738,	 -0.007451
21740,	 -0.007451
21742,	 -0.007625
21744,	 -0.007451
21746,	 -0.007972
21748,	 -0.007105
21750,	 -0.007798
21752,	 -0.007451
21754,	 -0.007451
21756,	 -0.007279
21758,	 -0.007972
21760,	 -0.007451
21762,	 -0.007972
21764,	 -0.006932
21766,	 -0.007279
21768,	 -0.007625
21770,	 -0.007625
21772,	 -0.006932
21774,	 -0.007451
21776,	 -0.007279
21778,	 -0.007625
21780,	 -0.007451
21782,	 -0.008145
21784,	 -0.007279
21786,	 -0.007451
21788,	 -0.007279
21790,	 -0.007279
21792,	 -0.007451
21794,	 -0.007972
21796,	 -0.006932
21798,	 -0.007279
21800,	 -0.007279
21802,	 -0.007625
21804,	 -0.006932
21806,	 -0.007279
21808,	 -0.007279
21810,	 -0.007625
21812,	 -0.007105
21814,	 -0.007625
21816,	 -0.007451
21818,	 -0.007105
21820,	 -0.006932
21822,	 -0.007625
21824,	 -0.007451
21826,	 -0.007798
21828,	 -0.007279
21830,	 -0.007625
21832,	 -0.007451
21834,	 -0.006932
21836,	 -0.007451
21838,	 -0.007279
21840,	 -0.007279
21842,	 -0.007625
21844,	 -0.006932
21846,	 -0.007972
21848,	 -0.006932
21850,	 -0.007625
21852,	 -0.006932
21854,	 -0.007279
21856,	 -0.007451
21858,	 -0.007798
21860,	 -0.007105
21862,	 -0.007625
21864,	 -0.007625
21866,	 -0.007625
21868,	 -0.006932
21870,	 -0.007105
21872,	 -0.006932
21874,	 -0.007625
21876,	 -0.006759
21878,	 -0.007625
21880,	 -0.007279
21882,	 -0.006759
21884,	 -0.006759
21886,	 -0.007105
21888,	 -0.006932
21890,	 -0.007105
21892,	 -0.006932
21894,	 -0.007279
21896,	 -0.007279
21898,	 -0.007625
21900,	 -0.007279
21902,	 -0.007105
21904,	 -0.007105
21906,	 -0.007972
21908,	 -0.006759
21910,	 -0.007451
21912,	 -0.007451
21914,	 -0.007105
21916,	 -0.007279
21918,	 -0.007279
21920,	 -0.007279
21922,	 -0.007451
21924,	 -0.006759
21926,	 -0.007279
21928,	 -0.007279
21930,	 -0.007105
21932,	 -0.006932
21934,	 -0.007279
21936,	 -0.007105
21938,	 -0.007625
21940,	 -0.007451
21942,	 -0.007279
21944,	 -0.007798
21946,	 -0.007625
21948,	 -0.007279
21950,	 -0.007798
21952,	 -0.007625
21954,	 -0.007798
21956,	 -0.006759
21958,	 -0.007279
21960,	 -0.007279
21962,	 -0.007451
21964,	 -0.007972
21966,	 -0.007105
21968,	 -0.007279
21970,	 -0.007625
21972,	 -0.007451
21974,	 -0.007625
21976,	 -0.007451
21978,	 -0.007451
21980,	 -0.007279
21982,	 -0.007625
21984,	 -0.007451
21986,	 -0.007972
21988,	 -0.006932
21990,	 -0.006759
21992,	 -0.007625
21994,	 -0.007625
21996,	 -0.007625
21998,	 -0.007279
22000,	 -0.007451
22002,	 -0.007798
22004,	 -0.007105
22006,	 -0.007625
22008,	 -0.008145
22010,	 -0.007972
22012,	 -0.007625
22014,	 -0.007625
22016,	 -0.007451
22018,	 -0.007451
22020,	 -0.007279
22022,	 -0.007279
22024,	 -0.007625
22026,	 -0.007451
22028,	 -0.007625
22030,	 -0.007105
22032,	 -0.007451
22034,	 -0.007625
22036,	 -0.006932
22038,	 -0.007279
22040,	 -0.007625
22042,	 -0.007105
22044,	 -0.006759
22046,	 -0.006759
22048,	 -0.007105
22050,	 -0.007279
22052,	 -0.007105
22054,	 -0.007451
22056,	 -0.007798
22058,	 -0.007625
22060,	 -0.007451
22062,	 -0.007279
22064,	 -0.007625
22066,	 -0.007798
22068,	 -0.007279
22070,	 -0.007105
22072,	 -0.007451
22074,	 -0.007451
22076,	 -0.006932
22078,	 -0.006759
22080,	 -0.007105
22082,	 -0.007279
22084,	 -0.006932
22086,	 -0.008145
22088,	 -0.007451
22090,	 -0.007451
22092,	 -0.006932
22094,	 -0.007279
22096,	 -0.007798
22098,	 -0.007625
22100,	 -0.007279
22102,	 -0.007279
22104,	 -0.007625
22106,	 -0.007798
22108,	 -0.007279
22110,	 -0.007279
22112,	 -0.006759
22114,	 -0.008145
22116,	 -0.006932
22118,	 -0.007279
22120,	 -0.007798
22122,	 -0.007451
22124,	 -0.007279
22126,	 -0.007625
22128,	 -0.007625
22130,	 -0.007625
22132,	 -0.006932
22134,	 -0.007451
22136,	 -0.006932
22138,	 -0.006932
22140,	 -0.006759
22142,	 -0.007105
22144,	 -0.007625
22146,	 -0.007625
22148,	 -0.007798
22150,	 -0.007625
22152,	 -0.007798
22154,	 -0.007105
22156,	 -0.007279
22158,	 -0.007105
22160,	 -0.006932
22162,	 -0.007972
22164,	 -0.007625
22166,	 -0.007625
22168,	 -0.007279
22170,	 -0.007451
22172,	 -0.006932
22174,	 -0.007279
22176,	 -0.007279
22178,	 -0.007105
22180,	 -0.007279
22182,	 -0.007279
22184,	 -0.007279
22186,	 -0.007625
22188,	 -0.006759
22190,	 -0.007279
22192,	 -0.006932
22194,	 -0.006759
22196,	 -0.006932
22198,	 -0.007451
22200,	 -0.007279
22202,	 -0.007451
22204,	 -0.006932
22206,	 -0.006412
22208,	 -0.006932
22210,	 -0.008145
22212,	 -0.006759
22214,	 -0.007279
22216,	 -0.006759
22218,	 -0.007451
22220,	 -0.007625
22222,	 -0.007625
22224,	 -0.007279
22226,	 -0.007279
22228,	 -0.007105
22230,	 -0.007451
22232,	 -0.007625
22234,	 -0.007451
22236,	 -0.007105
22238,	 -0.007625
22240,	 -0.007279
22242,	 -0.007625
22244,	 -0.007105
22246,	 -0.007625
22248,	 -0.007798
22250,	 -0.008145
22252,	 -0.007279
22254,	 -0.007279
22256,	 -0.007451
22258,	 -0.007625
22260,	 -0.007105
22262,	 -0.007279
22264,	 -0.006585
22266,	 -0.007451
22268,	 -0.007451
22270,	 -0.007279
22272,	 -0.007279
22274,	 -0.007451
22276,	 -0.007279
22278,	 -0.007279
22280,	 -0.007279
22282,	 -0.007451
22284,	 -0.007625
22286,	 -0.007798
22288,	 -0.007451
22290,	 -0.008318
22292,	 -0.007625
22294,	 -0.007972
22296,	 -0.007798
22298,	 -0.007451
22300,	 -0.007451
22302,	 -0.007279
22304,	 -0.007798
22306,	 -0.008145
22308,	 -0.006932
22310,	 -0.007105
22312,	 -0.007279
22314,	 -0.007451
22316,	 -0.006932
22318,	 -0.006412
22320,	 -0.006932
22322,	 -0.007798
22324,	 -0.006932
22326,	 -0.007625
22328,	 -0.007625
22330,	 -0.007279
22332,	 -0.007279
22334,	 -0.007105
22336,	 -0.007279
22338,	 -0.007972
22340,	 -0.006759
22342,	 -0.007625
22344,	 -0.007279
22346,	 -0.007625
22348,	 -0.007279
22350,	 -0.007105
22352,	 -0.007279
22354,	 -0.007625
22356,	 -0.007105
22358,	 -0.007625
22360,	 -0.007798
22362,	 -0.007451
22364,	 -0.007279
22366,	 -0.007451
22368,	 -0.007798
22370,	 -0.007451
22372,	 -0.007105
22374,	 -0.007279
22376,	 -0.007798
22378,	 -0.007972
22380,	 -0.007279
22382,	 -0.007279
22384,	 -0.007798
22386,	 -0.007105
22388,	 -0.007279
22390,	 -0.007625
22392,	 -0.007451
22394,	 -0.007625
22396,	 -0.007105
22398,	 -0.007279
22400,	 -0.007625
22402,	 -0.007625
22404,	 -0.007279
22406,	 -0.007451
22408,	 -0.007451
22410,	 -0.007625
22412,	 -0.007279
22414,	 -0.007625
22416,	 -0.006932
22418,	 -0.007625
22420,	 -0.006932
22422,	 -0.007625
22424,	 -0.007451
22426,	 -0.006759
22428,	 -0.007279
22430,	 -0.007279
22432,	 -0.007798
22434,	 -0.007279
22436,	 -0.007625
22438,	 -0.007279
22440,	 -0.007105
22442,	 -0.007451
22444,	 -0.007279
22446,	 -0.007451
22448,	 -0.007451
22450,	 -0.007451
22452,	 -0.007279
22454,	 -0.007625
22456,	 -0.007972
22458,	 -0.007105
22460,	 -0.007279
22462,	 -0.007279
22464,	 -0.007625
22466,	 -0.007972
22468,	 -0.007105
22470,	 -0.007798
22472,	 -0.007798
22474,	 -0.007798
22476,	 -0.007451
22478,	 -0.006932
22480,	 -0.007279
22482,	 -0.008318
22484,	 -0.007105
22486,	 -0.007105
22488,	 -0.007625
22490,	 -0.007451
22492,	 -0.007279
22494,	 -0.007798
22496,	 -0.007625
22498,	 -0.007625
22500,	 -0.007105
22502,	 -0.007798
22504,	 -0.007798
22506,	 -0.007625
22508,	 -0.007798
22510,	 -0.007625
22512,	 -0.007105
22514,	 -0.007972
22516,	 -0.007279
22518,	 -0.007798
22520,	 -0.007625
22522,	 -0.007451
22524,	 -0.007279
22526,	 -0.007279
22528,	 -0.007972
22530,	 -0.007625
22532,	 -0.007279
22534,	 -0.007972
22536,	 -0.007451
22538,	 -0.007451
22540,	 -0.007279
22542,	 -0.007279
22544,	 -0.007279
22546,	 -0.007798
22548,	 -0.007451
22550,	 -0.007451
22552,	 -0.007625
22554,	 -0.007625
22556,	 -0.007625
22558,	 -0.006759
22560,	 -0.007451
22562,	 -0.007625
22564,	 -0.007279
22566,	 -0.007972
22568,	 -0.007279
22570,	 -0.007625
22572,	 -0.007279
22574,	 -0.007625
22576,	 -0.007279
22578,	 -0.007798
22580,	 -0.007625
22582,	 -0.007279
22584,	 -0.007451
22586,	 -0.007105
22588,	 -0.007105
22590,	 -0.007451
22592,	 -0.007279
22594,	 -0.007625
22596,	 -0.006759
22598,	 -0.007451
22600,	 -0.006932
22602,	 -0.006932
22604,	 -0.007625
22606,	 -0.007625
22608,	 -0.007451
22610,	 -0.007279
22612,	 -0.007451
22614,	 -0.007105
22616,	 -0.007798
22618,	 -0.007451
22620,	 -0.006932
22622,	 -0.007798
22624,	 -0.007279
22626,	 -0.007625
22628,	 -0.007279
22630,	 -0.007625
22632,	 -0.007451
22634,	 -0.007451
22636,	 -0.006932
22638,	 -0.006932
22640,	 -0.007625
22642,	 -0.006932
22644,	 -0.006932
22646,	 -0.007625
22648,	 -0.007625
22650,	 -0.007279
22652,	 -0.007279
22654,	 -0.007451
22656,	 -0.007279
22658,	 -0.007625
22660,	 -0.007105
22662,	 -0.007625
22664,	 -0.007279
22666,	 -0.007105
22668,	 -0.007279
22670,	 -0.006759
22672,	 -0.007625
22674,	 -0.007625
22676,	 -0.007279
22678,	 -0.007279
22680,	 -0.007451
22682,	 -0.007279
22684,	 -0.007105
22686,	 -0.007625
22688,	 -0.007798
22690,	 -0.007105
22692,	 -0.007105
22694,	 -0.007625
22696,	 -0.007451
22698,	 -0.007625
22700,	 -0.007279
22702,	 -0.007451
22704,	 -0.007972
22706,	 -0.007625
22708,	 -0.007279
22710,	 -0.007972
22712,	 -0.007451
22714,	 -0.007105
22716,	 -0.007451
22718,	 -0.007451
22720,	 -0.006932
22722,	 -0.007972
22724,	 -0.007451
22726,	 -0.007625
22728,	 -0.007279
22730,	 -0.007279
22732,	 -0.006932
22734,	 -0.007105
22736,	 -0.007279
22738,	 -0.007451
22740,	 -0.007279
22742,	 -0.007625
22744,	 -0.007625
22746,	 -0.007625
22748,	 -0.006932
22750,	 -0.007625
22752,	 -0.007279
22754,	 -0.007625
22756,	 -0.007279
22758,	 -0.007972
22760,	 -0.007451
22762,	 -0.007625
22764,	 -0.007625
22766,	 -0.007105
22768,	 -0.006932
22770,	 -0.007279
22772,	 -0.007279
22774,	 -0.007625
22776,	 -0.007279
22778,	 -0.007279
22780,	 -0.006759
22782,	 -0.007279
22784,	 -0.006932
22786,	 -0.007625
22788,	 -0.007279
22790,	 -0.006932
22792,	 -0.007279
22794,	 -0.007451
22796,	 -0.007279
22798,	 -0.007105
22800,	 -0.007451
22802,	 -0.007451
22804,	 -0.006932
22806,	 -0.007451
22808,	 -0.007798
22810,	 -0.007625
22812,	 -0.007279
22814,	 -0.007279
22816,	 -0.007625
22818,	 -0.007625
22820,	 -0.007798
22822,	 -0.007625
22824,	 -0.007279
22826,	 -0.007451
22828,	 -0.007279
22830,	 -0.007625
22832,	 -0.007279
22834,	 -0.007451
22836,	 -0.007279
22838,	 -0.007625
22840,	 -0.007798
22842,	 -0.007451
22844,	 -0.007105
22846,	 -0.007625
22848,	 -0.007451
22850,	 -0.007972
22852,	 -0.007105
22854,	 -0.007625
22856,	 -0.007279
22858,	 -0.007451
22860,	 -0.006932
22862,	 -0.007451
22864,	 -0.007625
22866,	 -0.007451
22868,	 -0.007105
22870,	 -0.007625
22872,	 -0.007105
22874,	 -0.007451
22876,	 -0.006759
22878,	 -0.007625
22880,	 -0.006759
22882,	 -0.007972
22884,	 -0.007105
22886,	 -0.007451
22888,	 -0.006932
22890,	 -0.007105
22892,	 -0.006759
22894,	 -0.006932
22896,	 -0.007451
22898,	 -0.007451
22900,	 -0.007625
22902,	 -0.008145
22904,	 -0.007279
22906,	 -0.007625
22908,	 -0.006759
22910,	 -0.006759
22912,	 -0.007279
22914,	 -0.007279
22916,	 -0.007279
22918,	 -0.007972
22920,	 -0.007625
22922,	 -0.007625
22924,	 -0.007451
22926,	 -0.007105
22928,	 -0.007451
22930,	 -0.008492
22932,	 -0.007625
22934,	 -0.007798
22936,	 -0.007279
22938,	 -0.007625
22940,	 -0.007105
22942,	 -0.006759
22944,	 -0.007798
22946,	 -0.007451
22948,	 -0.007279
22950,	 -0.007972
22952,	 -0.007625
22954,	 -0.007972
22956,	 -0.007279
22958,	 -0.007279
22960,	 -0.007625
22962,	 -0.007625
22964,	 -0.006932
22966,	 -0.007972
22968,	 -0.007798
22970,	 -0.007105
22972,	 -0.007625
22974,	 -0.007451
22976,	 -0.007451
22978,	 -0.007451
22980,	 -0.006932
22982,	 -0.007625
22984,	 -0.007625
22986,	 -0.007625
22988,	 -0.007105
22990,	 -0.007105
22992,	 -0.007625
22994,	 -0.007625
22996,	 -0.007451
22998,	 -0.007451
23000,	 -0.007279
23002,	 -0.007972
23004,	 -0.006932
23006,	 -0.007279
23008,	 -0.007279
23010,	 -0.006932
23012,	 -0.007105
23014,	 -0.007972
23016,	 -0.007798
23018,	 -0.007105
23020,	 -0.007279
23022,	 -0.007105
23024,	 -0.007279
23026,	 -0.007798
23028,	 -0.006759
23030,	 -0.007105
23032,	 -0.007798
23034,	 -0.007625
23036,	 -0.006759
23038,	 -0.007279
23040,	 -0.007279
23042,	 -0.007451
23044,	 -0.006932
23046,	 -0.007451
23048,	 -0.007451
23050,	 -0.006932
23052,	 -0.007625
23054,	 -0.007279
23056,	 -0.007625
23058,	 -0.007798
23060,	 -0.007625
23062,	 -0.007798
23064,	 -0.007451
23066,	 -0.007105
23068,	 -0.007279
23070,	 -0.006932
23072,	 -0.007451
23074,	 -0.007279
23076,	 -0.006585
23078,	 -0.007451
23080,	 -0.007451
23082,	 -0.007451
23084,	 -0.007105
23086,	 -0.007105
23088,	 -0.007625
23090,	 -0.007798
23092,	 -0.007105
23094,	 -0.007972
23096,	 -0.007451
23098,	 -0.007105
23100,	 -0.006759
23102,	 -0.007279
23104,	 -0.007798
23106,	 -0.007798
23108,	 -0.006759
23110,	 -0.007105
23112,	 -0.007105
23114,	 -0.007625
23116,	 -0.007625
23118,	 -0.007798
23120,	 -0.007625
23122,	 -0.007972
23124,	 -0.007279
23126,	 -0.007972
23128,	 -0.007625
23130,	 -0.007451
23132,	 -0.007279
23134,	 -0.007625
23136,	 -0.007451
23138,	 -0.007451
23140,	 -0.007105
23142,	 -0.007625
23144,	 -0.007279
23146,	 -0.007279
23148,	 -0.007451
23150,	 -0.007105
23152,	 -0.007798
23154,	 -0.007625
23156,	 -0.007625
23158,	 -0.007625
23160,	 -0.007451
23162,	 -0.007625
23164,	 -0.006932
23166,	 -0.007279
23168,	 -0.007798
23170,	 -0.007105
23172,	 -0.006932
23174,	 -0.007279
23176,	 -0.007625
23178,	 -0.006932
23180,	 -0.007625
23182,	 -0.007972
23184,	 -0.007279
23186,	 -0.007451
23188,	 -0.006759
23190,	 -0.007625
23192,	 -0.007451
23194,	 -0.006932
23196,	 -0.006759
23198,	 -0.007279
23200,	 -0.007625
23202,	 -0.007451
23204,	 -0.006932
23206,	 -0.006932
23208,	 -0.006932
23210,	 -0.007451
23212,	 -0.006759
23214,	 -0.007279
23216,	 -0.007279
23218,	 -0.007451
23220,	 -0.007105
23222,	 -0.007451
23224,	 -0.007279
23226,	 -0.007625
23228,	 -0.007625
23230,	 -0.007105
23232,	 -0.007279
23234,	 -0.007451
23236,	 -0.006932
23238,	 -0.007105
23240,	 -0.006932
23242,	 -0.007451
23244,	 -0.007105
23246,	 -0.006759
23248,	 -0.007279
23250,	 -0.007451
23252,	 -0.006932
23254,	 -0.007451
23256,	 -0.006932
23258,	 -0.007451
23260,	 -0.006585
23262,	 -0.007105
23264,	 -0.007105
23266,	 -0.007625
23268,	 -0.007279
23270,	 -0.007279
23272,	 -0.007625
23274,	 -0.007105
23276,	 -0.007279
23278,	 -0.007625
23280,	 -0.006932
23282,	 -0.007451
23284,	 -0.007279
23286,	 -0.007105
23288,	 -0.007451
23290,	 -0.007798
23292,	 -0.006759
23294,	 -0.007279
23296,	 -0.007451
23298,	 -0.007451
23300,	 -0.006412
23302,	 -0.007105
23304,	 -0.007451
23306,	 -0.007625
23308,	 -0.007451
23310,	 -0.007798
23312,	 -0.007279
23314,	 -0.007972
23316,	 -0.007279
23318,	 -0.008145
23320,	 -0.007105
23322,	 -0.007451
23324,	 -0.007798
23326,	 -0.007279
23328,	 -0.007625
23330,	 -0.007625
23332,	 -0.006932
23334,	 -0.007798
23336,	 -0.006932
23338,	 -0.007625
23340,	 -0.006932
23342,	 -0.007279
23344,	 -0.006932
23346,	 -0.007625
23348,	 -0.006932
23350,	 -0.007279
23352,	 -0.007105
23354,	 -0.007451
23356,	 -0.007105
23358,	 -0.007798
23360,	 -0.007279
23362,	 -0.007451
23364,	 -0.007279
23366,	 -0.007105
23368,	 -0.007279
23370,	 -0.007625
23372,	 -0.006759
23374,	 -0.007105
23376,	 -0.007451
23378,	 -0.007451
23380,	 -0.007625
23382,	 -0.007279
23384,	 -0.007279
23386,	 -0.007451
23388,	 -0.007105
23390,	 -0.007451
23392,	 -0.007625
23394,	 -0.007798
23396,	 -0.007105
23398,	 -0.007625
23400,	 -0.007798
23402,	 -0.007451
23404,	 -0.006585
23406,	 -0.007105
23408,	 -0.007279
23410,	 -0.007625
23412,	 -0.007279
23414,	 -0.007451
23416,	 -0.006932
23418,	 -0.007798
23420,	 -0.007105
23422,	 -0.007279
23424,	 -0.007279
23426,	 -0.007279
23428,	 -0.007625
23430,	 -0.007279
23432,	 -0.007451
